CEP;Tipo_Logradouro;Logradouro;Bairro;Cidade;UF
13901400;Estrada Municipal;do Jaburu;Jardim Santa Helena;Amparo;SP
13905467;Rua;Rosário Ferrari;Jardim Silvestre I;Amparo;SP
13972263;Rua;México;Vila Vieira;Itapira;SP
13973026;Rua;Olegário Pereira da Silva;Parque Fortaleza;Itapira;SP
13974210;Rua;Marechal Rondon;Nova Itapira;Itapira;SP
13976405;Rua;dos Girassóis;Vila Santa Marta;Itapira;SP
14021729;Rua;O;Jardim Botânico;Ribeirão Preto;SP
14025200;Rua;Sete de Setembro;Alto da Boa Vista;Ribeirão Preto;SP
14031243;Avenida;Monteiro Lobato;Parque Ribeirão Preto;Ribeirão Preto;SP
14031276;Rua;Abel Conceição;Jardim Marchesi;Ribeirão Preto;SP
14031383;Rua;Alfredo Condeixa;Parque Ribeirão Preto;Ribeirão Preto;SP
14031842;Rua;A-14;Jardim Progresso;Ribeirão Preto;SP
14031843;Rua;A-15;Jardim Progresso;Ribeirão Preto;SP
14040299;Praça;Magnólias;Jardim Recreio;Ribeirão Preto;SP
14056711;Rua;Albino Rodrigues de Almeida;Jardim Doutor Paulo Gomes Romeo;Ribeirão Preto;SP
14060406;Rua;Japurá;Jardim Jandaia;Ribeirão Preto;SP
14065270;Rua;Elydio Pontes;Jardim José Sampaio Júnior;Ribeirão Preto;SP
14070732;Rua;Dirce de Almeida Fantini;Parque dos Sabiás;Ribeirão Preto;SP
14071570;Rua;João Saretta Neto;Adelino Simioni;Ribeirão Preto;SP
14075070;Rua;Campinas;Vila Carvalho;Ribeirão Preto;SP
14075220;Rua;Guiana Francesa;Vila Mariana;Ribeirão Preto;SP
14076120;Rua;Modesto Junqueira;Independência;Ribeirão Preto;SP
14076430;Rua;Professor João Salles Pupo;Independência;Ribeirão Preto;SP
14079100;Rotatória;Maria do Rosário Kenan;Jardim Professor Antônio Palocci;Ribeirão Preto;SP
14079624;Rua;Doutor Antonio Atallah;Jardim Porto Seguro;Ribeirão Preto;SP
14080000;Avenida;da Saudade;Campos Elíseos;Ribeirão Preto;SP
14092160;Rua;Doutor Morais Lima;Jardim Novo Mundo;Ribeirão Preto;SP
14095050;Rua;Benedicta Rodrigues Domingos;Parque Industrial Lagoinha;Ribeirão Preto;SP
14098834;Rua;Mozart Gomes Martins;Jardim Cybelli;Ribeirão Preto;SP
14161187;Rua;Theodoro Rodrigues;Jardim Primeiro de Maio;Sertãozinho;SP
14164110;Rua;Guerino Molesin;Jardim Jamaica;Sertãozinho;SP
14164160;Rua;Ernesto Matricardi;Jardim Nassim Mamed;Sertãozinho;SP
14165458;Rua;José Américo Baratela;Jardim Santa Rosa;Sertãozinho;SP
14169218;Rua;Luiz Lopes;Jardim São Sebastião;Sertãozinho;SP
14170339;Rua;Joaquim Manoel Justino;São João;Sertãozinho;SP
14171115;Rua;Matheus Benelli;Jardim Recreio dos Bandeirantes;Sertãozinho;SP
14177015;Rua;Atilio Magon;Vila Industrial;Sertãozinho;SP
14177159;Praça;Domingos Prizon;Parque Residencial Francisco Paschoal;Sertãozinho;SP
14401253;Rua;Capitão Canuto de Azevedo;Vila Aparecida;Franca;SP
14401306;Rua;da Câmara;Parque das Águas;Franca;SP
14401408;Rua;Amazonas;Jardim Paulista;Franca;SP
14402465;Avenida;Primo Meneghetti;Jardim Paulistano;Franca;SP
14403204;Rua;Leontina Odette de Castro;Parque do Castelo;Franca;SP
14403662;Rua;Manif Elias Pedro;Prolongamento Jardim Ângela Rosa;Franca;SP
14404004;Rua;Antonieta Almada Miranda;Parque Mundo Novo;Franca;SP
14404226;Rua;Vanildo Cândido da Costa;Jardim Aeroporto III;Franca;SP
14405631;Rua;dos Angicos;Parque dos Pinhais;Franca;SP
14406156;Rua;Benedita Gabriela Barbosa Ignez;Parque das Esmeraldas;Franca;SP
14406804;Rua;Rodrigo da Silva Teodoro;Residencial Peres Elias;Franca;SP
14406814;Rua;Daniel Martins Tristão;Residencial Peres Elias;Franca;SP
14407272;Rua;Estácio Bernardino Seixas;Residencial Meireles;Franca;SP
14407513;Rua;Maria Aparecida Dias;Residencial Moreira Júnior;Franca;SP
14407522;Rua;Luiz Milani;Jardim Luiza;Franca;SP
14407629;Rua;Osvaldo Paes de Mello;Jardim Luiza II;Franca;SP
14407643;Rua;José Barcellos Cardoso;Jardim Luiza II;Franca;SP
14408112;Rua;Nelson Pires de Castro;Villagio Mundo Novo;Franca;SP
14409091;Rua;Antônio Herrero;Jardim Planalto;Franca;SP
14409175;Rua;Elias Cândido de Souza;Parque Moema;Franca;SP
14409194;Rua;Jeres Benedito de Souza;Prolongamento Jardim Doutor Antônio Petráglia;Franca;SP
14409361;Rua;João Baptista dos Santos;Parque do Horto;Franca;SP
14409400;Avenida;Doutor William Azzuz;Recreio Campo Belo;Franca;SP
14412310;Rua;Geraldo Rodrigues de Souza;Franca Pólo Club;Franca;SP
14700409;Praça;Doutor Cambaúva;Centro;Bebedouro;SP
14701638;Rua;Salim Boremer Filho;Jardim Casagrande;Bebedouro;SP
14702226;Rua;Geraldo Ferreira;Jardim São Carlos;Bebedouro;SP
14708078;Alameda;Camburiu;Jardim Menino Deus I;Bebedouro;SP
14708274;Rua;Carlos Busse Junior;Residencial Vale do Sol;Bebedouro;SP
14710152;Rua;Paulo Sérgio da Silva Pedro;Jardim Itália;Bebedouro;SP
14781145;Avenida;Celso Daniel Galvani;Distrito Industrial II;Barretos;SP
14781468;Rua;C-24;Cristiano de Carvalho;Barretos;SP
14783000;Avenida;Jorge Olegário de Almeida Abreu;Jardim Silvia;Barretos;SP
14784064;Alameda;Ceilão;City Barretos;Barretos;SP
14784094;Alameda;Júlio Calil;Jardim Nova Barretos;Barretos;SP
14784339;Avenida;Hildebrando de Souza Filho;Jardim Soares;Barretos;SP
14800556;Avenida;Coronel José Xavier de Mendonça;Jardim Santa Lúcia;Araraquara;SP
14801165;Avenida;Barroso;Vila Santana;Araraquara;SP
14802030;Avenida;Doutor Mário Arantes de Almeida;Vila Yamada;Araraquara;SP
14803843;Rua;Vinte e quatro;Condomínio Bella Vittà II;Araraquara;SP
14805356;Rua;João Ciomino;Chácara Flora Araraquara;Araraquara;SP
14805423;Avenida;Manoel Tavares de Campos;Residencial Cambuy;Araraquara;SP
14806287;Rua;Bento Amadeu Malavolta;Jardim Roberto Selmi Dei;Araraquara;SP
14806332;Avenida;Said Azzem;Jardim Roberto Selmi Dei;Araraquara;SP
14807045;Avenida;Capitão Noray de Paula e Silva;Vila Melhado;Araraquara;SP
14807083;Avenida;Doutor Adhemar Pereira de Barros;Jardim Panorama;Araraquara;SP
14807127;Avenida;Arthur Lopes de Castro;Jardim Guanabara;Araraquara;SP
14807214;Avenida;Vicente Gullo;Jardim Padre Anchieta;Araraquara;SP
14807258;Rua;Benevenuto Colombo;Jardim Eliana;Araraquara;SP
14807341;Avenida;Alfredo Gabriel Haddad;Jardim Residencial Água Branca;Araraquara;SP
14875456;Rua;Osmar Ramos Tocantins;Conjunto Habitacional Hugo Lacorte Vitalle II;Jaboticabal;SP
15015500;Rua;Coronel Spínola de Castro;Centro;São José do Rio Preto;SP
15020060;Avenida;Jesus Vilanova Vidal;Santos Dumont;São José do Rio Preto;SP
15025180;Rua;Paquetá;Vila Nossa Senhora da Paz;São José do Rio Preto;SP
15040285;Rua;Antônio Carlos Mariotti;Jardim Residencial Vetorasso;São José do Rio Preto;SP
15041516;Rua;Walter Carlos Araújo;Jardim Bianco;São José do Rio Preto;SP
15044651;Rua;João Rodrigues da Silveira;Residencial Floresta Park (Zona Rural);São José do Rio Preto;SP
15045215;Rua;Francisco Ovidio;Jardim Paraíso;São José do Rio Preto;SP
15045360;Rua;Nelson Marques Pimentel;Jardim Itapema;São José do Rio Preto;SP
15045512;Rua;Direitos Humanos;Residencial Ana Célia;São José do Rio Preto;SP
15046080;Rua;Antônio Francisco Coutinho;Parque Residencial Dom Lafaiete Libânio;São José do Rio Preto;SP
15051679;Estrada;8;Estância Santa Clara (Zona Rural);São José do Rio Preto;SP
15052872;Rua;Celso Pereira dos Santos;Estância San Carlos (Zona Rural);São José do Rio Preto;SP
15054040;Rua;João Oliveira de Faria;Jardim Nazareth;São José do Rio Preto;SP
15054632;Rua;Ivete Moreno Cetrone;Loteamento Parque Residencial da Lealdade;São José do Rio Preto;SP
15060170;Rua;Francisco Xavier Pedroso;Jardim Paulista;São José do Rio Preto;SP
15062002;Estrada;Silvio Pelicer Filho;Chácara Jockey Club (Zona Rural);São José do Rio Preto;SP
15063123;Rua;Missionária Joaquina Machado de Oliveira;Parque Residencial Damha VI;São José do Rio Preto;SP
15076493;Rua;Irmã Helena Augusta Alves;Parque Residencial Lauriano Tebar II;São José do Rio Preto;SP
15080190;Rua;Francisco Alves;Jardim Santa Catarina;São José do Rio Preto;SP
15087281;Rua;Astúrias;Estância Santa Apolônia (Zona Rural);São José do Rio Preto;SP
15090290;Rua;Nair dos Santos Lima;Jardim Francisco Fernandes;São José do Rio Preto;SP
15092226;Rua;Shoichi Ohno;Estância Matinha (Zona Rural);São José do Rio Preto;SP
15093683;Rua;das Araucárias;Loteamento San Fernando Valley;São José do Rio Preto;SP
15503114;Rua;dos Canários;Propovo;Votuporanga;SP
15503286;Rua;Joaquim Vicente Gonçalves;Votuporanga I;Votuporanga;SP
15506072;Rua;Basílio Augusto de Souza;Conjunto Habitacional Sonho Meu;Votuporanga;SP
15700214;Avenida;Presidente Juscelino Kubitschek;Jardim Samambaia;Jales;SP
15700274;Rua;Flórida;Jardim Estados Unidos;Jales;SP
15700284;Rua;Arizona;Jardim Estados Unidos;Jales;SP
15703360;Travessa;B;Parque Industrial I;Jales;SP
15703362;Avenida;Industrial;Parque Industrial I;Jales;SP
15704248;Rua;dos Guatambus;Jardim Brasil;Jales;SP
15704268;Rua;Pedro Dutra da Silva;Vila Talma;Jales;SP
15706002;Rua;Antonio Pelarini;Jardim Pires de Andrade;Jales;SP
15706050;Rua;das Violetas;Vila Stafusa;Jales;SP
15707666;Rua;Sebastião José Salviano;Conjunto Habitacional José Antonio Caparroz Bogaz;Jales;SP
15707702;Rua;Vitória;Conjunto Habitacional José Antonio Caparroz Bogaz;Jales;SP
15708076;Rua;Esparta;Residencial Alpha Jales;Jales;SP
15802004;Rua;Itirapina;Parque Residencial Agudo Romão;Catanduva;SP
15802305;Rua;Belo Monte;Parque Residencial Agudo Romão II;Catanduva;SP
15804380;Rua;das Tulipas;Jardim Pedro Borgoni;Catanduva;SP
15808325;Rua;Iguatemi;Distrito Industrial Antônio Zácaro;Catanduva;SP
15810376;Travessa;Paulo Coimbra Patto;Conjunto Habitacional Prefeito João Righini;Catanduva;SP
15810455;Rua;Icapuí;Loteamento Cidade Jardim;Catanduva;SP
15990280;Avenida;Carlos Mariani;Jardim Ballista;Matão;SP
15990460;Via;Narciso Baldan;Jardim Buscardi;Matão;SP
15990568;Avenida;Felice Zambon;Nova Matão;Matão;SP
15990660;Rua;Renato Picchi;Nova Matão;Matão;SP
15997080;Avenida;Tiradentes;Alto;Matão;SP
16018080;Rua;José Guimarães Marques de Oliveira;Jardim Nova Yorque;Araçatuba;SP
16018287;Rua;Herculano Teodoro Rodrigues;Jardim Nova Yorque;Araçatuba;SP
16022190;Rua;Alberto Cerqueira Leite;Morada dos Nobres;Araçatuba;SP
16022440;Rua;Antônio Cerizza;Conjunto Habitacional Clóvis Valentin Picolotto;Araçatuba;SP
16022731;Rua;Evaristo dos Santos;Jardim Moreira;Araçatuba;SP
16025050;Rua;Cussy de Almeida Júnior;São João;Araçatuba;SP
16025180;Rua;Tupinambás;Bairro das Bandeiras;Araçatuba;SP
16050070;Rua;São Vicente;São Vicente;Araçatuba;SP
16050683;Rua;Imaculado Coração de Maria;Dona Amélia;Araçatuba;SP
16050685;Rua;São Luiz;Dona Amélia;Araçatuba;SP
16058500;Rua;Fermino Marques de Brito;Chácaras Versalhes;Araçatuba;SP
16070272;Rua;Fundador Paulino Gatto;Conjunto Habitacional Ezequiel Barbosa;Araçatuba;SP
16075185;Rua;Pedro Grassi;Primavera;Araçatuba;SP
16075475;Rua;Isamar;Chácaras TV;Araçatuba;SP
16201105;Rua;Felipe Elias Bucharles;Jardim São Conrado;Birigüi;SP
16201198;Rua;Luiz Catharin;Recanto Verde;Birigüi;SP
16201491;Avenida;João Gregolin;Residencial San Marino;Birigüi;SP
16202345;Rua;Odemir Constantino;João Crevelaro;Birigüi;SP
16202355;Rua;Vinte e Oito;João Crevelaro;Birigüi;SP
16202448;Rua;Piauí;Jardim São Genaro;Birigüi;SP
16203022;Praça;Domingos Lot;Vila Guanabara;Birigüi;SP
16204009;Rua;Augusto Silva;Jardim Jussara Maria;Birigüi;SP
16207038;Rua;Avelino Bertaglia;Alto Colinas;Birigüi;SP
16300971;;Rua Amazonas 33;Jardim São Luiz;Penápolis;SP
16400103;Travessa;Jaraguá;Centro;Lins;SP
16400363;Praça;João Alves da Costa;Parque Xingu;Lins;SP
16400460;Rua;José Garcia de Carvalho;Jardim Ariano;Lins;SP
16400513;Rua;da Concórdia;Vila Alta;Lins;SP
16401036;Rua;José Francisco Ribeiro;Vila São José;Lins;SP
16401052;Praça;Monsenhor João Baptista Toffoli;Vila Paulista;Lins;SP
16401140;Rua;Coronel José Braúlio Junqueira de Andrade;Jardim Linense;Lins;SP
16401379;Travessa;Catarino Sales da Exaltação;Jardim Aeroporto;Lins;SP
16402712;Rua;Leopoldo Dias Quintella;Residencial Jardim do Sol;Lins;SP
16403107;Rua;Fátima Regina Pereira;Vila Ester;Lins;SP
16880970;;Rua Manoel Parada de Carvalho 11;Centro;Valparaíso;SP
16900447;Rua;Benjamin Constant;Vila Feltrini;Andradina;SP
16902211;Rua;Izabel dos Santos Knecht;Jardim Bela Vista;Andradina;SP
17012050;Rua;Antônio Garcia;Vila Santa Tereza;Bauru;SP
17015130;Rua;Monsenhor Claro;Centro;Bauru;SP
17021180;Rua;João Garcia Martinez;Parque Residencial Castelo;Bauru;SP
17022124;Rua;José Bombini;Vila São Paulo;Bauru;SP
17022440;Rua;dos Gráficos;Núcleo Residencial Edison Bastos Gasparini;Bauru;SP
17024240;Rua;Mário Manoel Sales Algodoal;Novo Jardim Pagani;Bauru;SP
17024843;Rua;Jeryes Shayeb;Residencial Nova Flórida;Bauru;SP
17025162;Rodovia;Marechal Rondon;Parque Residencial Jardim Araruna;Bauru;SP
17025400;Rua;José Antônio Barreto;Vila Nova Santa Luzia;Bauru;SP
17026000;Avenida;Doutor Marcos de Paula Raphael;Núcleo Habitacional Mary Dota;Bauru;SP
17031451;Rua;José Ferreira Leite;Parque Júlio Nóbrega;Bauru;SP
17031707;Avenida;Cinco;Núcleo Habitacional José Regino;Bauru;SP
17035070;Rua;Natal Fornazari;Tangarás;Bauru;SP
17036043;Alameda;Tacha;Vale do Igapó;Bauru;SP
17048180;Rua;Orlando Stefano;Jardim Mary;Bauru;SP
17048795;Rua;Noboru Kasama;Residencial Village Campo Novo;Bauru;SP
17052021;Rua;Ambleto Bertolucci;Parque Fortaleza;Bauru;SP
17055519;Alameda;Araçatuba;Vila Industrial;Bauru;SP
17055802;Rua;Antonio Vanini;Quinta Ranieri;Bauru;SP
17056265;Rua;Dois;Monte Verde;Bauru;SP
17057651;Rua;Elizabete Bortolomai;Parque Santa Cândida;Bauru;SP
17057656;Rua;Victor Daniel Juarez;Parque Santa Cândida;Bauru;SP
17063430;Rua;Agostinho Fornetti;Vila Santa Rosa;Bauru;SP
17204550;Rua;Tufik Sarkis;Jardim Odete;Jaú;SP
17205070;Rua;Sampaio Bueno;Vila Sampaio Bueno;Jaú;SP
17205080;Rua;Alfredo Leitão;Vila Sampaio Bueno;Jaú;SP
17208433;Rua;Olívio Crozera;Jardim Ana Carolina;Jaú;SP
17210710;Rua;Luiz Spirandelli;Jardim América;Jaú;SP
17211380;Rua;Padre Bonilha;Jardim das Paineiras;Jaú;SP
17212541;Praça;Dona Mariquinha Pacheco;Jardim Pedro Ometto;Jaú;SP
17213590;Rua;Norberto Leonelli Filho;Jardim Nova Jaú;Jaú;SP
17215079;Rua;Pedro Gasparotto;Jardim Dona Emília;Jaú;SP
17220200;Rua;Santa Catarina;Jardim Esperança (Potunduva);Jaú;SP
17502410;Praça;Girassol;Jardim Marília;Marília;SP
17505610;Rua;Waldemar Tomé;Vila Operária Alimentação I;Marília;SP
17510480;Rua;Salvador Salgueiro;Palmital;Marília;SP
17511190;Avenida;Washington Luiz;Núcleo Habitacional Castelo Branco;Marília;SP
17511825;Rua;Manoel Maldonado;César de Almeida;Marília;SP
17512100;Avenida;Guiomar Novaes;Distrito Industrial;Marília;SP
17512450;Rua;Sérgio Faria;Jardim Santa Antonieta;Marília;SP
17512816;Rua;Athanízio Senna da Silva;Jardim Edisom da Silva Lima;Marília;SP
17519410;Rua;Sebastião Gonçalves Sobrinho;Jardim Portal do Sol;Marília;SP
17526000;Avenida;Manoel Pereira;Jardim Morumbi;Marília;SP
17527030;Rua;Edgard Silva Lima;Jardim Polyana;Marília;SP
17527617;Rua;Darcílio Ambrósio;Conjunto Habitacional Vila dos Comerciários II;Marília;SP
17533220;Estrada Municipal;Rosália;Sítios de Recreio Letícia (Padre Nóbrega);Marília;SP
17539108;Rua;Emerenciana Alves Neves;Pedro Pereira de Mesquita (Lácio);Marília;SP
17601040;Rua;Timborés;Centro;Tupã;SP
17601120;Avenida;Tabajaras;Centro;Tupã;SP
17602850;Rua;José Simões;Conjunto Habitacional Antônio Pereira Gaspar;Tupã;SP
17603252;Rua;Nicola de Molla;Parque Bela Vista;Tupã;SP
17605110;Rua;Luiz Gonzaga Junqueira de Andrade Filho;Centro;Tupã;SP
17607152;Rua;Rosa Magi Convento;Vila Abarca;Tupã;SP
18010250;Praça;Doutor Ferreira Braga;Centro;Sorocaba;SP
18017368;Rua;José D'Ambrósio;Caputera;Sorocaba;SP
18022050;Viela;Paulo Miranda;Vila João Romão;Sorocaba;SP
18040080;Rua;Acre;Vila Augusta;Sorocaba;SP
18044290;Rua;Itapura;Vila Jardini;Sorocaba;SP
18051045;Rua;Mário Soave;Central Parque Sorocaba;Sorocaba;SP
18052020;Rua;Palmo Carani;Jardim Nova Manchester;Sorocaba;SP
18052826;Rua;Agenor Cruz;Jardim Residencial Mont Blanc;Sorocaba;SP
18065509;Rua;Quarenta e Sete;Vila Barão;Sorocaba;SP
18066015;Rua;Olímpio Mentone;Vila Aeroporto;Sorocaba;SP
18072367;Rua;Ondina Vilas Boas Albergoni;Parque São Bento;Sorocaba;SP
18073415;Alameda;Família Pagliato;Jardim Santa Marta;Sorocaba;SP
18074635;Rua;Antônio Matiello;Jardim São Guilherme;Sorocaba;SP
18075970;;Rua Juvenal Wey 213;Vila Guimarães;Sorocaba;SP
18077510;Rua;Diogo Gomes Filho;Parque das Laranjeiras;Sorocaba;SP
18078452;Rua;Maria Josefa Gimenes Gerrero;Parque Vitória Régia;Sorocaba;SP
18079133;Rua;Amadeu de Souza;Jardim Santa Esmeralda;Sorocaba;SP
18079342;Rua;Professor Alberto Rossi;Jardim Paulista;Sorocaba;SP
18079720;Avenida;Chico Xavier;Habiteto - Ana Paula Eleutério;Sorocaba;SP
18080250;Rua;Augusto Silva;Jardim Leandro Dromani;Sorocaba;SP
18081110;Rua;João Gabriel Mendes;Jardim Maria do Carmo;Sorocaba;SP
18087178;Rua;Carlos Tomazine;Iporanga;Sorocaba;SP
18087350;Avenida;Vela Olímpica;Aparecida;Sorocaba;SP
18108828;Rua;João dos Santos Bueno;Inhayba;Sorocaba;SP
18111132;Rua;Natalina Irene Amorim;Vila Vasques;Votorantim;SP
18115320;Rua;Pedro Meira Sobrinho;Vila Votocel;Votorantim;SP
18115700;Rua;Eufrázia Pereira Camargo;Vila Rodrigues;Votorantim;SP
18117260;Rua;Maria José Nunes;Parque Jataí;Votorantim;SP
18117530;Rua;Judith de Campos Machado;Vila Pedroso;Votorantim;SP
18117674;Rua;Vereador Georgino Marques Dias;Vila Pedroso;Votorantim;SP
18119286;Rua;Miguel Martins de Oliveira;Parque Santa Márcia;Votorantim;SP
18132653;Rua;Maria Augusta Ferreira;Guaçu;São Roque;SP
18132804;Rua;das Primaveras do Mombaça;Mombaça;São Roque;SP
18134350;Rua;Princesa Isabel;Jardim Tanzi;São Roque;SP
18135131;Avenida;Antonio Pannellini;Taboão;São Roque;SP
18136160;Travessa;dos Portugueses;Vila Junqueira;São Roque;SP
18143856;Rua;Tarsila do Amaral;Vila Darcy Penteado (Mailasqui);São Roque;SP
18145037;Rua;Leandro de Góes;Residencial Sítio Pinheiro (Canguera);São Roque;SP
18204010;Rua;Crisoberilo;Vale San Fernando;Itapetininga;SP
18205750;Praça;Teotônio Brandão Vilela;Vila La Brunetti;Itapetininga;SP
18207700;Avenida;Doutor Evandro Ruivo;Jardim Bela Vista;Itapetininga;SP
18207816;Rua;Salvador Costa;Tupy;Itapetininga;SP
18209320;Rua;Maurício Jacinto de Almeida;Vila Regina;Itapetininga;SP
18212479;Rua;Tenente José de Almeida Barros;Vila Prado;Itapetininga;SP
18213605;Rua;Bento Antunes de Moraes;Jardim Marabá;Itapetininga;SP
18214719;Rua;Lauro Thibes Cordeiro;Jardim Nova Era;Itapetininga;SP
18270780;Rua;Professor Francisco Pereira de Almeida;Centro;Tatuí;SP
18271170;Rua;Bepe Vanni;Chácara Junqueira;Tatuí;SP
18274660;Rua;Eliza Pinto da Silveira;Jardim Novo Horizonte;Tatuí;SP
18275610;Rua;Santo Urso;Jardim Rosa Garcia;Tatuí;SP
18278610;Rua;Palmira Vanni;Vila São Paulo;Tatuí;SP
18304518;Estrada;Municipal Capuava;Vila Nova Capão Bonito;Capão Bonito;SP
18304763;Rua;das Violetas;Querência do Turvo;Capão Bonito;SP
18305120;Rua;Kalil Selem Safadi;Jardim Alvorada;Capão Bonito;SP
18305455;Praça;Luiza Kurtz Camargo;Jardim Cruzeiro;Capão Bonito;SP
18306530;Rua;Quarenta e Seis;Vila Santa Isabel;Capão Bonito;SP
18400970;;Praça do Correio 49;Centro;Itapeva;SP
18401060;Rua;João Pinn;Vila Aparecida;Itapeva;SP
18404510;Rua;Severino Alves Rodrigues de Oliveira;Bairro de Cima;Itapeva;SP
18412151;Rua;Nagib Rodrigues de Almeida;Kantiã;Itapeva;SP
18425970;;Rodovia Francisco Alves Negrão 579;Centro;Taquarivaí;SP
18440000;;Itaberá;-;Itaberá;SP
18601010;Rua;Maria Joana Félix Diniz;Vila Santa Clara;Botucatu;SP
18601121;Travessa;Santa Clara;Conjunto Residencial Indamar;Botucatu;SP
18601696;Rua;Luiz Vizotto;Conjunto Habitacional Joaquim Vernini;Botucatu;SP
18610141;Praça;João Cecilio;Jardim Paraíso II;Botucatu;SP
18611440;Avenida;Professor Adolfo Pinheiro Machado;Jardim Cristina;Botucatu;SP
18618018;Rua;Antonio Raimundo;Jardim Nossa Senhora das Graças (Rubião Junior);Botucatu;SP
18618154;Rua;E;Jardim Dona Marta (Rubião Junior);Botucatu;SP
18619286;Rua;dos Pirangueiros;Querência do Rio Bonito (Vitoriana);Botucatu;SP
18682650;Rua;Luiz Paccola;Vila São Judas Tadeu;Lençóis Paulista;SP
18685460;Rua;Cantílio Orsi;Núcleo Habitacional Luis Zillo;Lençóis Paulista;SP
18701813;Rua;João Tezza Neto;Conjunto Habitacional Mario Emílio Bannwart;Avaré;SP
18702593;Praça;Benedicta Cunha de Paula;Jardim Paraíso;Avaré;SP
18703580;Rua;Heitor de Barros;Parque Residencial Gilberto Filgueiras II;Avaré;SP
18704574;Rua;Armando Silveira;Loteamento Terras de São José;Avaré;SP
18705863;Rua;Nicola Gambini;Loteamento Porto Seguro;Avaré;SP
18705872;Rua;Professora Eloiza Helena Agostini de Oliveira;Loteamento Porto Seguro;Avaré;SP
18706300;Rua;Isaac Rodrigues Alves;Jardim Boa Vista;Avaré;SP
18708831;Travessa;Paulo Rangel;Morada do Sol;Avaré;SP
18900000;;Santa Cruz do Rio Pardo;-;Santa Cruz do Rio Pardo;SP
19024418;Rua;Seis;Porto Bello Residence;Presidente Prudente;SP
19026765;Rua;Maria Aparecida Cuissi Cesco;Jardim Cobral;Presidente Prudente;SP
19030615;Rua;Soubhie Chafic Chedid;Parque Residencial Jarina;Presidente Prudente;SP
19031120;Rua;Santos Pardo;Jardim Santa Filomena;Presidente Prudente;SP
19033480;Rua;Eduardo Ramos;Vila Angélica;Presidente Prudente;SP
19034665;Rua;Thereza Matheus Pardo;Brasil Novo;Presidente Prudente;SP
19034675;Rua;Laura da Silva Antoniatti;Brasil Novo;Presidente Prudente;SP
19036142;Rua;Geraldo Vieira - Laido;Conjunto Habitacional João Domingos Netto;Presidente Prudente;SP
19045290;Rua;Josephina Peternussi Girotto;Jardim Santa Mônica;Presidente Prudente;SP
19050630;Rua;Guaicurus;Vila Mathilde Vieira;Presidente Prudente;SP
19053687;Alameda;Ana Maia Eugênio;Parque Residencial Damha;Presidente Prudente;SP
19063400;Rua;José Gimenes;Jardim Santa Fé;Presidente Prudente;SP
19064460;Rua;Mitoshi Mitsunaga;Conjunto Habitacional Ana Jacinta;Presidente Prudente;SP
19066295;Avenida;Projetada;Jardim Novo Bongiovani;Presidente Prudente;SP
19097608;Viela;Alfredo Soares da Silva;Parque Residencial Francisco Belo Galindo;Presidente Prudente;SP
19100380;Rua;Waldir Greghi;Conjunto Habitacional Jardim Humberto Salvador;Presidente Prudente;SP
19140025;Rua;Rogério Nazaro da Silva;Centro (Ameliópolis);Presidente Prudente;SP
19260000;;Mirante do Paranapanema;-;Mirante do Paranapanema;SP
19800101;Rua;Brasil;Vila Funari;Assis;SP
19803015;Rua;Vivaldo Teixeira Carvalho;Vila Ribeiro;Assis;SP
19804190;Rua;Luiz Batista Silveira;Vila Cambuí;Assis;SP
19804725;Rua;José Vítor;Núcleo Habitacional Dirceu Gomes Cervilha;Assis;SP
19813367;Rua;Professora Maria Helena Gonso de Lima;Parque das Flores;Assis;SP
19814060;Rua;Castro Alves;Centro;Assis;SP
19814140;Rua;Arlindo Quintino Freitas;Vila Maria;Assis;SP
19900030;Avenida;Doutor Altino Arantes;Centro;Ourinhos;SP
19902444;Rua;Amélia de Jesus Madeira;Vila São Silvestre;Ourinhos;SP
19911700;Rua;Pará;Vila Christoni;Ourinhos;SP
19914210;Rua;Francisco Vara;Jardim São Domingos;Ourinhos;SP
19915488;Rua;Corino Martins de Oliveira;Conjunto Habitacional Orlando Quagliato;Ourinhos;SP
19915550;Rua;Miguel Durante Sobrinho;Jardim Anchieta;Ourinhos;SP
20020901;;Avenida Marechal Câmara 171;Centro;Rio de Janeiro;RJ
20180007;Ilha;do Sol;Baia de Guanabara;Rio de Janeiro;RJ
20211984;;Rua Afonso Cavalcanti 22 4º Andar;Cidade Nova;Rio de Janeiro;RJ
20251030;Rua;Itapiru;Catumbi;Rio de Janeiro;RJ
20251420;Travessa;Vista Alegre;Santa Teresa;Rio de Janeiro;RJ
20270110;Rua;Santa Filomena;Praça da Bandeira;Rio de Janeiro;RJ
20521160;Rua;Desembargador Izidro;Tijuca;Rio de Janeiro;RJ
20521470;Rua;Mirandela;Tijuca;Rio de Janeiro;RJ
20535240;Rua;Jorge Machado Silveira;Alto da Boa Vista;Rio de Janeiro;RJ
20710005;Rua;Oldegard Sapucáia;Méier;Rio de Janeiro;RJ
20750260;Rua;Professor Carneiro Felipe;Pilares;Rio de Janeiro;RJ
20751340;Rua;Luís Vargas;Piedade;Rio de Janeiro;RJ
20765295;Rua;Manoel Maurício;Inhaúma;Rio de Janeiro;RJ
20766680;Rua;Valinhos;Engenho da Rainha;Rio de Janeiro;RJ
20921170;Rua;Professor Nicola Expositivo;São Cristóvão;Rio de Janeiro;RJ
